ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
HAM_227907,Harvard Art Museums,So-Called Crusader's Bowl,Vessels,Metal,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01387_dynmc
HAM_229805,Harvard Art Museums,Upper Part of the Figure of a Courtier,Sculpture,Quartzite,First Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG275622
HAM_281913,Harvard Art Museums,Cat,Sculpture,Leaded copper-tin-antimony alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251378_dynmc
HAM_286238,Harvard Art Museums,Head of a Priest or Vizier,Sculpture,Granodiorite,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:756280
HAM_286240,Harvard Art Museums,Neck Amphora with Tendril Decoration,Vessels,Blue-green glazed faience,Roman Imperial period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:DDC253702
HAM_286247,Harvard Art Museums,Two Fragments of a Bess,Fragments,Faience with glazed exterior surfaces,Late Period,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:VRS11282_dynmc
HAM_286801,Harvard Art Museums,Falcon-Headed Deity and Lion-Headed Deity Seated on Plinth,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:71874_dynmc
HAM_287054,Harvard Art Museums,Head of Ramses in the Guise of Amun,Sculpture,Stone,"New Kingdom, Dynasty 19",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS10198_dynmc
HAM_287246,Harvard Art Museums,Standing Female Figure,Sculpture,Limestone,"New Kingdom, Dynasty 19",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS10542_dynmc
HAM_287287,Harvard Art Museums,Harpocrates,Sculpture,Faience,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030928_dynmc
HAM_287345,Harvard Art Museums,Fragmentary portrait of a man,Sculpture,Plaster with remains of paint and glass inlays,"Roman Imperial period, Middle",Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC252136_dynmc
HAM_287630,Harvard Art Museums,Relief Fragment with an Ibex Facing Left,Sculpture,Limestone,Old Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS10544_dynmc
HAM_287870,Harvard Art Museums,Relief Fragment Representing Head and Headdress of the God Nefertum,Sculpture,Limestone,"New Kingdom, Dynasty 19",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS11144_dynmc
HAM_288046,Harvard Art Museums,Relief fragment from the tomb of Tepemankh,Sculpture,"limestone, paint","Old Kingdom, Dynasty 5",Statuary,https://nrs.harvard.edu/urn-3:HUAM:784123
HAM_288152,Harvard Art Museums,Male Head in Achaemenid Persian Style,Sculpture,Soft limestone,"Late Period, Dynasty 27",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS18410_dynmc
HAM_288244,Harvard Art Museums,Statuette of a Standing Man,Sculpture,Limestone,"Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS89385_dynmc
HAM_288252,Harvard Art Museums,Bowl,Vessels,"Faience, blue-green glaze",,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV031176_dynmc
HAM_288283,Harvard Art Museums,Head of a Bull,Sculpture,Marble,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:52061_dynmc
HAM_288319,Harvard Art Museums,Sunken Relief Fragment,Sculpture,Limestone,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV027630_dynmc
HAM_288383,Harvard Art Museums,Fragment of Bas Relief with Human Figures,Sculpture,Mounted in wooden frame,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV027627_dynmc
HAM_288491,Harvard Art Museums,Mummy Cover in Human Form,Sculpture,Wood with traces of polychromy,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS12283_dynmc
HAM_288493,Harvard Art Museums,Magical Stele,Sculpture,Limestone,Late Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:STR018043
HAM_288530,Harvard Art Museums,Feline Mask,Sculpture,Terracotta,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030886_dynmc
HAM_288553,Harvard Art Museums,Human Head,Sculpture,White stone,Late Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV109032_dynmc
HAM_288619,Harvard Art Museums,Plaque,Plaques,Brass,,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:CARP02077_dynmc
HAM_288644,Harvard Art Museums,Head of a Lioness,Sculpture,Granite,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:70203_dynmc
HAM_288647,Harvard Art Museums,Small Round-bottomed Jar [alabastron?],Vessels,Alabaster,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS12289_dynmc
HAM_288665,Harvard Art Museums,PHALLIC HARPIST,Sculpture,,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108298_dynmc
HAM_288681,Harvard Art Museums,"NECKLACE WITH CENTRAL PENDANT OF EGYPTIAN GOD, HORUS",Jewelry,Faience,"New Kingdom, Dynasty 18",Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS40849_dynmc
HAM_288791,Harvard Art Museums,Hanging Decorated with Crosses and Floral Motifs,Textile Arts,"Cotton, indigo and red pigment, plain weave, Z spun","Byzantine period, Early",Unclassified,https://nrs.harvard.edu/urn-3:HUAM:756256
HAM_288847,Harvard Art Museums,Head of a Man,Sculpture,"Limestone with polychrome on the head, face, neck and eyes",New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS12030_dynmc
HAM_288874,Harvard Art Museums,Sunken Relief Fragment of Two Heads Facing Left,Sculpture,Sandstone,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS11797_dynmc
HAM_288884,Harvard Art Museums,Relief Fragment: Court Officials from a Royal Procession,Sculpture,Painted limestone,"Old Kingdom, Dynasty 4",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44607_dynmc
HAM_288917,Harvard Art Museums,VESSEL WITH HEAD MISSING,Vessels,,"Middle Kingdom, Dynasty 12",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030951_dynmc
HAM_288919,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Blue glazed pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40398_dynmc
HAM_288920,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV034790_dynmc
HAM_288921,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV028744_dynmc
HAM_288923,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40399_dynmc
HAM_288924,Harvard Art Museums,FRAGMENT WITH CARTOUCHE,Fragments,Chert,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV030942_dynmc
HAM_288926,Harvard Art Museums,Amulet in the Form of a Crouching Lion,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15701_dynmc
HAM_288928,Harvard Art Museums,Figurine of Birth Goddess Taweret Holding an Ankh (Sign of Life),Sculpture,Faience,"Third Intermediate Period, Dynasty 22",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS16764_dynmc
HAM_288933,Harvard Art Museums,AMULET,Amulets,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15707_dynmc
HAM_288938,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033418_dynmc
HAM_288957,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV028735_dynmc
HAM_288977,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40400_dynmc
HAM_288978,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV028741_dynmc
HAM_288979,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV028738_dynmc
HAM_288988,Harvard Art Museums,Amulet of Horus on the Crocodiles,Amulets,Limestone,Late Period to Roman,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV108293_dynmc
HAM_288997,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40398_dynmc
HAM_288998,Harvard Art Museums,GLAZED FRAGMENT,Fragments,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV028733_dynmc
HAM_289001,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV028734_dynmc
HAM_289002,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40400_dynmc
HAM_289011,Harvard Art Museums,BOWL,Vessels,Alabaster,Predynastic period to Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS15741_dynmc
HAM_289015,Harvard Art Museums,Winged Scarab,Sculpture,Faience,Ptolemaic period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC111358_dynmc
HAM_289016,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Terracotta,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40397_dynmc
HAM_289019,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Pottery,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40399_dynmc
HAM_289079,Harvard Art Museums,Miniature Head,Sculpture,Brown stone,Late Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108170_dynmc
HAM_289108,Harvard Art Museums,REDWARE FRAGMENT,Fragments,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV052067_dynmc
HAM_289131,Harvard Art Museums,Stamp with Inscription,Artists' Tools,Wood,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:CARP01398_dynmc
HAM_289165,Harvard Art Museums,Kneeling Figure,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV031022_dynmc
HAM_289184,Harvard Art Museums,MOLD OF A BIRD,Sculpture,,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV027604_dynmc
HAM_289212,Harvard Art Museums,Kapefenhamontu Presenting an Image of Osiris,Sculpture,Siltstone,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC253688
HAM_289281,Harvard Art Museums,Amulet,Amulets,Faience,Late Period to Roman,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15703_dynmc
HAM_289310,Harvard Art Museums,Plaque with facing birds among vines,Fragments,Bone,Fatimid period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:STR020333
HAM_289315,Harvard Art Museums,Head of a Baboon,Sculpture,Limestone,"Late Period, Dynasty 25",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108413_dynmc
HAM_289329,Harvard Art Museums,"Amulet of Triad of Isis, Horus (Harpokrates), and Nephthys",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15700_dynmc
HAM_289350,Harvard Art Museums,Blue Dog,Sculpture,Faience,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS15713_dynmc
HAM_289351,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033417_dynmc
HAM_289352,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033416_dynmc
HAM_289353,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033400_dynmc
HAM_289360,Harvard Art Museums,FAIENCE AMULET,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15705_dynmc
HAM_289361,Harvard Art Museums,Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15706_dynmc
HAM_289366,Harvard Art Museums,Head of Amun,Sculpture,Limestone,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS16785_dynmc
HAM_289370,Harvard Art Museums,Hieroglyphic Ring,Jewelry,Stone,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15710_dynmc
HAM_289378,Harvard Art Museums,Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15702_dynmc
HAM_289379,Harvard Art Museums,Amulet in the Form of a Crocodile,Amulets,Faience,Late Period to Roman,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:LEG275303
HAM_289382,Harvard Art Museums,Relief Fragment with the Head of an Official,Sculpture,Stone,"New Kingdom, Dynasty 19",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS16811_dynmc
HAM_289385,Harvard Art Museums,AMULET,Amulets,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15708_dynmc
HAM_289388,Harvard Art Museums,Large Scarab Fragment,Sculpture,Limestone; blue-green pigment,New Kingdom,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS15714_dynmc
HAM_289389,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033394_dynmc
HAM_289404,Harvard Art Museums,Winged Female,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC251613_dynmc
HAM_289405,Harvard Art Museums,Hadra Hydria (water jar),Vessels,Terracotta,Ptolemaic period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV107825_dynmc
HAM_289407,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV031192_dynmc
HAM_289408,Harvard Art Museums,Kohl Jar,Vessels,Carved anhydrite,"New Kingdom, Dynasty 18",Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS12779_dynmc
HAM_289412,Harvard Art Museums,BOWL,Vessels,Alabaster,Predynastic period to Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS15740_dynmc
HAM_289413,Harvard Art Museums,BOWL,Vessels,Stone,Predynastic period to Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS15742_dynmc
HAM_289420,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033427_dynmc
HAM_289421,Harvard Art Museums,MISCELLANEOUS BEAD,Jewelry,Stone,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV033431_dynmc
HAM_289428,Harvard Art Museums,ANIMAL HEAD,Sculpture,,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV031028_dynmc
HAM_289434,Harvard Art Museums,BOWL,Vessels,Alabaster,Predynastic period to Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS15743_dynmc
HAM_289435,Harvard Art Museums,Lizard with Inscription on Base,Inscriptions,Stone,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV030929_dynmc
HAM_289436,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Terracotta,Third Intermediate Period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40396_dynmc
HAM_289550,Harvard Art Museums,String of Beads,Jewelry,Faience,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS16232_dynmc
HAM_289563,Harvard Art Museums,Ushabti,Sculpture,Faience,Ptolemaic period to Roman Imperial,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS16231_dynmc
HAM_289656,Harvard Art Museums,Lion Head,Sculpture,Limestone,"Late Period, Dynasty 25",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108414_dynmc
HAM_289664,Harvard Art Museums,Bowl,Vessels,Alabaster,Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS17506_dynmc
HAM_289668,Harvard Art Museums,Temple Relief of Queen Arsinoe II,Architectural Elements,"Limestone, with red ocher, charcoal black, and Egyptian blue on chalk",Ptolemaic period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:DDC103438_dynmc
HAM_289673,Harvard Art Museums,Early Amarna Relief Fragment depicting a bearded Syrian,Sculpture,Sandstone,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108431_dynmc
HAM_290176,Harvard Art Museums,RELIEF FRAGMENT-WORSHIPPING FIGURE,Sculpture,Plaster on wood,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS42875_dynmc
HAM_290192,Harvard Art Museums,FRAGMENT OF HEAD-SCUPLTURE MODEL ?,Sculpture,Limestone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS42876_dynmc
HAM_290207,Harvard Art Museums,Arm of the Statue of  a Striding Man,Sculpture,Wood,Old Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC254342
HAM_290258,Harvard Art Museums,Temple or Palace Relief: Female Court Attendants,Sculpture,Limestone,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:756720
HAM_290479,Harvard Art Museums,Scarab Seal,Seals,Glass paste,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11163_dynmc
HAM_290491,Harvard Art Museums,Scarab Seal,Seals,Glazed grayish-tan steatite,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11161_dynmc
HAM_290510,Harvard Art Museums,Scarab Seal,Seals,Glass paste,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11162_dynmc
HAM_291048,Harvard Art Museums,Temple or Palace Relief: Charioteers,Sculpture,"Limestone, traces of modern paint","New Kingdom, Dynasty 18, Amarna period",Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG267357
HAM_291222,Harvard Art Museums,Swimming Girl (part of a cosmetic spoon),Sculpture,Wood,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC251318_dynmc
HAM_291226,Harvard Art Museums,Vulture and Basket (Hieroglyphs),Sculpture,Limestone relief,"Middle Kingdom, Dynasty 12",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44169_dynmc
HAM_291255,Harvard Art Museums,Head of a woman (sculptor's model),Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44167_dynmc
HAM_291263,Harvard Art Museums,Head of a King,Sculpture,Stone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS31705_dynmc
HAM_291271,Harvard Art Museums,Ptolemaic Relief Carved on Two Sides: A: Head of a Man; B: Right Foot,Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS45609_dynmc
HAM_291286,Harvard Art Museums,One of a Pair of Recumbent Jackals (The God Anubis),Sculpture,Wood,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS49760_dynmc
HAM_291307,Harvard Art Museums,"Head of a King possibly Nectanabo II, (sculptor's model)",Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44166_dynmc
HAM_291309,Harvard Art Museums,Female Figure Carrying a Basket of Figs from the Tomb of Mentu-em-het,Sculpture,"Limestone, remains of pigment","Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS45167_dynmc
HAM_291379,Harvard Art Museums,Ptolemaic Faience Lamp,Lighting Devices,,Ptolemaic period,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:VRS45162_dynmc
HAM_291505,Harvard Art Museums,Amuletic Seal with Six Small Scarabs,Seals,Stone,"New Kingdom, Dynasty 18",Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028599_dynmc
HAM_291506,Harvard Art Museums,Red-slip Bowl,Vessels,Terracotta,"New Kingdom, Dynasty 18",Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV107232_dynmc
HAM_291518,Harvard Art Museums,Part of a Mask (possibly part of a sculptor's model),Sculpture,Plaster,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS45250_dynmc
HAM_291539,Harvard Art Museums,PIECE OF LIMESTONE WITH PAINTED INSCRIPTION FROM A WALL,Inscriptions,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV053885_dynmc
HAM_291576,Harvard Art Museums,Jar,Vessels,Alabaster,"Old Kingdom, Dynasty 4",Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030849_dynmc
HAM_291577,Harvard Art Museums,Jar,Vessels,Alabaster,Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV036601_dynmc
HAM_291584,Harvard Art Museums,Scarab Mounted on Gold Stick Pin,Jewelry,Gold,New Kingdom,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11451_dynmc
HAM_291615,Harvard Art Museums,Scarab set in ring with granulation,Jewelry,Gold,Ptolemaic period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11457_dynmc
HAM_291626,Harvard Art Museums,Seated Woman,Sculpture,,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108419_dynmc
HAM_291660,Harvard Art Museums,BOX OF FRAGMENTS FOUND AT MEMPHIS,Fragments,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV053766_dynmc
HAM_291707,Harvard Art Museums,Portrait of a woman,Paintings,"Binder: Animal glue
Pigments: Bassanite, anhydrite, alunite, red and yellow ochres, bone black,
carbon black, madder lake, red lead
Support: Native Egyptian sycomore fig (Ficus sycomorus)",Roman Imperial period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:70814_dynmc
HAM_291720,Harvard Art Museums,Standing Statuette of the God Bes,Sculpture,Faience,Roman Imperial period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:779035
HAM_291742,Harvard Art Museums,Bust of an Unidentified Ptolemaic King,Sculpture,"Quartzite, coarse, white, translucent",Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS61026_dynmc
HAM_291824,Harvard Art Museums,Bowl sherd with floral design,Fragments,Ceramic,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01813_dynmc
HAM_291843,Harvard Art Museums,Relief fragment from the tomb of Niankhnesut: Man holding a cow by a rope,Sculpture,"limestone, traces of paint","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:53821_dynmc
HAM_291844,Harvard Art Museums,Relief fragment from the tomb of Niankhnesut: Two attendants carrying meat,Sculpture,"limestone, paint","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG267339
HAM_291847,Harvard Art Museums,Seated Man Playing the Harp,Sculpture,Terracotta,Roman period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS35006_dynmc
HAM_291848,Harvard Art Museums,Bowl Sherd with Arabesque Motifs,Fragments,Ceramic,Ayyubid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01483_dynmc
HAM_291849,Harvard Art Museums,Lusterware sherd with meander motif,Fragments,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01477_dynmc
HAM_291861,Harvard Art Museums,ROUND LAMP,Lighting Devices,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV055984_dynmc
